Year,Location,Gender,Age Group,Population
2009,Chichester,Female,Age 64,856.0
2009,Chichester,Female,Age 64,1.5
2009,Chichester,Female,Aged 65-69,3709.0
2009,Chichester,Female,Aged 65-69,6.3
2009,Chichester,Female,Age 65,822.0
2009,Chichester,Female,Age 65,1.4
2009,Chichester,Female,Age 66,776.0
2009,Chichester,Female,Age 66,1.3
2009,Chichester,Female,Age 67,736.0
2009,Chichester,Female,Age 67,1.2
2009,Chichester,Female,Age 68,670.0
2009,Chichester,Female,Age 68,1.1
2009,Chichester,Female,Age 69,705.0
2009,Chichester,Female,Age 69,1.2
2009,Chichester,Female,Aged 70-74,3278.0
2009,Chichester,Female,Aged 70-74,5.6
2009,Chichester,Female,Age 70,680.0
2009,Chichester,Female,Age 70,1.2
2009,Chichester,Female,Age 71,666.0
2009,Chichester,Female,Age 71,1.1
2009,Chichester,Female,Age 72,641.0
2009,Chichester,Female,Age 72,1.1
2009,Chichester,Female,Age 73,624.0
2009,Chichester,Female,Age 73,1.1
2009,Chichester,Female,Age 74,667.0
2009,Chichester,Female,Age 74,1.1
2009,Chichester,Female,Aged 75-79,2972.0
2009,Chichester,Female,Aged 75-79,5.0
2009,Chichester,Female,Age 75,592.0
2009,Chichester,Female,Age 75,1.0
2009,Chichester,Female,Age 76,608.0
2009,Chichester,Female,Age 76,1.0
2009,Chichester,Female,Age 77,616.0
2009,Chichester,Female,Age 77,1.0
2009,Chichester,Female,Age 78,596.0
2009,Chichester,Female,Age 78,1.0
2009,Chichester,Female,Age 79,560.0
2009,Chichester,Female,Age 79,1.0
2009,Chichester,Female,Aged 80-84,2464.0
2009,Chichester,Female,Aged 80-84,4.2
2009,Chichester,Female,Age 80,547.0
2009,Chichester,Female,Age 80,0.9
2009,Chichester,Female,Age 81,501.0
2009,Chichester,Female,Age 81,0.9
2009,Chichester,Female,Age 82,521.0
2009,Chichester,Female,Age 82,0.9
2009,Chichester,Female,Age 83,465.0
2009,Chichester,Female,Age 83,0.8
2009,Chichester,Female,Age 84,430.0
2009,Chichester,Female,Age 84,0.7
2009,Chichester,Female,Aged 85+,2762.0
2009,Chichester,Female,Aged 85+,4.7
2009,Chichester,Female,Age 85,373.0
2009,Chichester,Female,Age 85,0.6
2009,Chichester,Female,Age 86,425.0
2009,Chichester,Female,Age 86,0.7
2009,Chichester,Female,Age 87,364.0
2009,Chichester,Female,Age 87,0.6
2009,Chichester,Female,Age 88,375.0
2009,Chichester,Female,Age 88,0.6
2009,Chichester,Female,Age 89,313.0
2009,Chichester,Female,Age 89,0.5
2009,Chichester,Female,Aged 90+,912.0
2009,Chichester,Female,Aged 90+,1.5
2010,Chichester,Total,All Ages,113411.0
2010,Chichester,Total,All Ages,100.0
2010,Chichester,Total,Aged 0 to 15,18625.0
2010,Chichester,Total,Aged 0 to 15,16.4
2010,Chichester,Total,Aged 16+,94786.0
2010,Chichester,Total,Aged 16+,83.6
2010,Chichester,Total,Aged 16 to 64,67250.0
2010,Chichester,Total,Aged 16 to 64,59.3
2010,Chichester,Total,Aged 16 to 24,11407.0
2010,Chichester,Total,Aged 16 to 24,10.1
2010,Chichester,Total,Aged 16 to 17,2489.0
2010,Chichester,Total,Aged 16 to 17,2.2
2010,Chichester,Total,Aged 18 to 24,8918.0
2010,Chichester,Total,Aged 18 to 24,7.9
2010,Chichester,Total,Aged 18 to 21,5668.0
2010,Chichester,Total,Aged 18 to 21,5.0
2010,Chichester,Total,Aged 25 to 49,32383.0
2010,Chichester,Total,Aged 25 to 49,28.6
2010,Chichester,Total,Aged 50 to 64,23460.0
2010,Chichester,Total,Aged 50 to 64,20.7
2010,Chichester,Total,Aged 65+,27536.0
2010,Chichester,Total,Aged 65+,24.3
2010,Chichester,Total,All Ages,113411.0
2010,Chichester,Total,All Ages,100.0
2010,Chichester,Total,Age 0 - 4,5640.0
2010,Chichester,Total,Age 0 - 4,5.0
2010,Chichester,Total,Age 0,1057.0
2010,Chichester,Total,Age 0,0.9
2010,Chichester,Total,Age 1,1149.0
2010,Chichester,Total,Age 1,1.0
2010,Chichester,Total,Age 2,1162.0
2010,Chichester,Total,Age 2,1.0
2010,Chichester,Total,Age 3,1135.0
2010,Chichester,Total,Age 3,1.0
2010,Chichester,Total,Age 4,1137.0
2010,Chichester,Total,Age 4,1.0
2010,Chichester,Total,Aged 5-9,5595.0
2010,Chichester,Total,Aged 5-9,4.9
2010,Chichester,Total,Age 5,1102.0
2010,Chichester,Total,Age 5,1.0
2010,Chichester,Total,Age 6,1116.0
2010,Chichester,Total,Age 6,1.0
2010,Chichester,Total,Age 7,1124.0
2010,Chichester,Total,Age 7,1.0
2010,Chichester,Total,Age 8,1114.0
2010,Chichester,Total,Age 8,1.0
2010,Chichester,Total,Age 9,1139.0
2010,Chichester,Total,Age 9,1.0
2010,Chichester,Total,Aged 10-14,6241.0
2010,Chichester,Total,Aged 10-14,5.5
2010,Chichester,Total,Age 10,1186.0
2010,Chichester,Total,Age 10,1.0
2010,Chichester,Total,Age 11,1239.0
2010,Chichester,Total,Age 11,1.1
2010,Chichester,Total,Age 12,1325.0
2010,Chichester,Total,Age 12,1.2
2010,Chichester,Total,Age 13,1267.0
2010,Chichester,Total,Age 13,1.1
2010,Chichester,Total,Age 14,1224.0
2010,Chichester,Total,Age 14,1.1
2010,Chichester,Total,Aged 15-19,6639.0
2010,Chichester,Total,Aged 15-19,5.9
2010,Chichester,Total,Age 15,1149.0
2010,Chichester,Total,Age 15,1.0
2010,Chichester,Total,Age 16,1233.0
2010,Chichester,Total,Age 16,1.1
2010,Chichester,Total,Age 17,1256.0
2010,Chichester,Total,Age 17,1.1
2010,Chichester,Total,Age 18,1393.0
2010,Chichester,Total,Age 18,1.2
2010,Chichester,Total,Age 19,1608.0
2010,Chichester,Total,Age 19,1.4
2010,Chichester,Total,Aged 20-24,5917.0
2010,Chichester,Total,Aged 20-24,5.2
2010,Chichester,Total,Age 20,1414.0
2010,Chichester,Total,Age 20,1.2
2010,Chichester,Total,Age 21,1253.0
2010,Chichester,Total,Age 21,1.1
2010,Chichester,Total,Age 22,1195.0
2010,Chichester,Total,Age 22,1.1
2010,Chichester,Total,Age 23,1046.0
2010,Chichester,Total,Age 23,0.9
2010,Chichester,Total,Age 24,1009.0
2010,Chichester,Total,Age 24,0.9
2010,Chichester,Total,Aged 25-29,5271.0
2010,Chichester,Total,Aged 25-29,4.6
2010,Chichester,Total,Age 25,1079.0
2010,Chichester,Total,Age 25,1.0
2010,Chichester,Total,Age 26,1047.0
2010,Chichester,Total,Age 26,0.9
2010,Chichester,Total,Age 27,1009.0
2010,Chichester,Total,Age 27,0.9
2010,Chichester,Total,Age 28,1074.0
2010,Chichester,Total,Age 28,0.9
2010,Chichester,Total,Age 29,1062.0
2010,Chichester,Total,Age 29,0.9
2010,Chichester,Total,Aged 30-34,5048.0
2010,Chichester,Total,Aged 30-34,4.5
2010,Chichester,Total,Age 30,1105.0
2010,Chichester,Total,Age 30,1.0
2010,Chichester,Total,Age 31,984.0
2010,Chichester,Total,Age 31,0.9
2010,Chichester,Total,Age 32,942.0
2010,Chichester,Total,Age 32,0.8
2010,Chichester,Total,Age 33,989.0
2010,Chichester,Total,Age 33,0.9
2010,Chichester,Total,Age 34,1028.0
2010,Chichester,Total,Age 34,0.9
2010,Chichester,Total,Aged 35-39,6287.0
2010,Chichester,Total,Aged 35-39,5.5
2010,Chichester,Total,Age 35,1055.0
2010,Chichester,Total,Age 35,0.9
2010,Chichester,Total,Age 36,1218.0
2010,Chichester,Total,Age 36,1.1
2010,Chichester,Total,Age 37,1250.0
2010,Chichester,Total,Age 37,1.1
2010,Chichester,Total,Age 38,1360.0
2010,Chichester,Total,Age 38,1.2
2010,Chichester,Total,Age 39,1404.0
2010,Chichester,Total,Age 39,1.2
2010,Chichester,Total,Aged 40-44,7618.0
2010,Chichester,Total,Aged 40-44,6.7
2010,Chichester,Total,Age 40,1292.0
2010,Chichester,Total,Age 40,1.1
2010,Chichester,Total,Age 41,1539.0
2010,Chichester,Total,Age 41,1.4
2010,Chichester,Total,Age 42,1513.0
2010,Chichester,Total,Age 42,1.3
2010,Chichester,Total,Age 43,1609.0
2010,Chichester,Total,Age 43,1.4
2010,Chichester,Total,Age 44,1665.0
2010,Chichester,Total,Age 44,1.5
2010,Chichester,Total,Aged 45-49,8159.0
2010,Chichester,Total,Aged 45-49,7.2
2010,Chichester,Total,Age 45,1599.0
2010,Chichester,Total,Age 45,1.4
2010,Chichester,Total,Age 46,1693.0
2010,Chichester,Total,Age 46,1.5
2010,Chichester,Total,Age 47,1697.0
2010,Chichester,Total,Age 47,1.5
2010,Chichester,Total,Age 48,1661.0
2010,Chichester,Total,Age 48,1.5
2010,Chichester,Total,Age 49,1509.0
2010,Chichester,Total,Age 49,1.3
2010,Chichester,Total,Aged 50-54,7710.0
2010,Chichester,Total,Aged 50-54,6.8
2010,Chichester,Total,Age 50,1556.0
2010,Chichester,Total,Age 50,1.4
2010,Chichester,Total,Age 51,1564.0
2010,Chichester,Total,Age 51,1.4
2010,Chichester,Total,Age 52,1585.0
2010,Chichester,Total,Age 52,1.4
2010,Chichester,Total,Age 53,1506.0
2010,Chichester,Total,Age 53,1.3
2010,Chichester,Total,Age 54,1499.0
2010,Chichester,Total,Age 54,1.3
2010,Chichester,Total,Aged 55-59,7217.0
2010,Chichester,Total,Aged 55-59,6.4
2010,Chichester,Total,Age 55,1457.0
2010,Chichester,Total,Age 55,1.3
2010,Chichester,Total,Age 56,1426.0
2010,Chichester,Total,Age 56,1.3
2010,Chichester,Total,Age 57,1491.0
2010,Chichester,Total,Age 57,1.3
2010,Chichester,Total,Age 58,1358.0
2010,Chichester,Total,Age 58,1.2
2010,Chichester,Total,Age 59,1485.0
2010,Chichester,Total,Age 59,1.3
2010,Chichester,Total,Aged 60-64,8533.0
2010,Chichester,Total,Aged 60-64,7.5
2010,Chichester,Total,Age 60,1550.0
2010,Chichester,Total,Age 60,1.4
2010,Chichester,Total,Age 61,1640.0
2010,Chichester,Total,Age 61,1.4
2010,Chichester,Total,Age 62,1756.0
2010,Chichester,Total,Age 62,1.5
2010,Chichester,Total,Age 63,2004.0
2010,Chichester,Total,Age 63,1.8
2010,Chichester,Total,Age 64,1583.0
2010,Chichester,Total,Age 64,1.4
2010,Chichester,Total,Aged 65-69,7382.0
2010,Chichester,Total,Aged 65-69,6.5
2010,Chichester,Total,Age 65,1603.0
2010,Chichester,Total,Age 65,1.4
2010,Chichester,Total,Age 66,1585.0
2010,Chichester,Total,Age 66,1.4
2010,Chichester,Total,Age 67,1485.0
2010,Chichester,Total,Age 67,1.3
2010,Chichester,Total,Age 68,1424.0
2010,Chichester,Total,Age 68,1.3
2010,Chichester,Total,Age 69,1285.0
2010,Chichester,Total,Age 69,1.1
2010,Chichester,Total,Aged 70-74,6224.0
2010,Chichester,Total,Aged 70-74,5.5
2010,Chichester,Total,Age 70,1320.0
2010,Chichester,Total,Age 70,1.2
2010,Chichester,Total,Age 71,1236.0
2010,Chichester,Total,Age 71,1.1
2010,Chichester,Total,Age 72,1261.0
2010,Chichester,Total,Age 72,1.1
2010,Chichester,Total,Age 73,1226.0
2010,Chichester,Total,Age 73,1.1
2010,Chichester,Total,Age 74,1181.0
2010,Chichester,Total,Age 74,1.0
2010,Chichester,Total,Aged 75-79,5451.0
2010,Chichester,Total,Aged 75-79,4.8
2010,Chichester,Total,Age 75,1188.0
2010,Chichester,Total,Age 75,1.0
2010,Chichester,Total,Age 76,1099.0
2010,Chichester,Total,Age 76,1.0
2010,Chichester,Total,Age 77,1080.0
2010,Chichester,Total,Age 77,1.0
2010,Chichester,Total,Age 78,1099.0
2010,Chichester,Total,Age 78,1.0
2010,Chichester,Total,Age 79,985.0
2010,Chichester,Total,Age 79,0.9
2010,Chichester,Total,Aged 80-84,4285.0
2010,Chichester,Total,Aged 80-84,3.8
2010,Chichester,Total,Age 80,951.0
2010,Chichester,Total,Age 80,0.8
2010,Chichester,Total,Age 81,928.0
2010,Chichester,Total,Age 81,0.8
2010,Chichester,Total,Age 82,852.0
2010,Chichester,Total,Age 82,0.8
2010,Chichester,Total,Age 83,816.0
2010,Chichester,Total,Age 83,0.7
2010,Chichester,Total,Age 84,738.0
2010,Chichester,Total,Age 84,0.7
2010,Chichester,Total,Aged 85+,4194.0
2010,Chichester,Total,Aged 85+,3.7
2010,Chichester,Total,Age 85,624.0
2010,Chichester,Total,Age 85,0.6
2010,Chichester,Total,Age 86,598.0
2010,Chichester,Total,Age 86,0.5
2010,Chichester,Total,Age 87,588.0
2010,Chichester,Total,Age 87,0.5
2010,Chichester,Total,Age 88,484.0
2010,Chichester,Total,Age 88,0.4
2010,Chichester,Total,Age 89,524.0
2010,Chichester,Total,Age 89,0.5
2010,Chichester,Total,Aged 90+,1376.0
2010,Chichester,Total,Aged 90+,1.2
2010,Chichester,Male,All Ages,54023.0
2010,Chichester,Male,All Ages,100.0
2010,Chichester,Male,Aged 0 to 15,9678.0
2010,Chichester,Male,Aged 0 to 15,17.9
2010,Chichester,Male,Aged 16+,44345.0
2010,Chichester,Male,Aged 16+,82.1
2010,Chichester,Male,Aged 16 to 64,32314.0
2010,Chichester,Male,Aged 16 to 64,59.8
2010,Chichester,Male,Aged 16 to 24,5668.0
2010,Chichester,Male,Aged 16 to 24,10.5
2010,Chichester,Male,Aged 16 to 17,1281.0
2010,Chichester,Male,Aged 16 to 17,2.4
2010,Chichester,Male,Aged 18 to 24,4387.0
2010,Chichester,Male,Aged 18 to 24,8.1
2010,Chichester,Male,Aged 18 to 21,2778.0
2010,Chichester,Male,Aged 18 to 21,5.1
2010,Chichester,Male,Aged 25 to 49,15468.0
2010,Chichester,Male,Aged 25 to 49,28.6
2010,Chichester,Male,Aged 50 to 64,11178.0
2010,Chichester,Male,Aged 50 to 64,20.7
2010,Chichester,Male,Aged 65+,12031.0
2010,Chichester,Male,Aged 65+,22.3
2010,Chichester,Male,All Ages,54023.0
2010,Chichester,Male,All Ages,100.0
2010,Chichester,Male,Age 0 - 4,2924.0
2010,Chichester,Male,Age 0 - 4,5.4
2010,Chichester,Male,Age 0,541.0
2010,Chichester,Male,Age 0,1.0
2010,Chichester,Male,Age 1,582.0
2010,Chichester,Male,Age 1,1.1
2010,Chichester,Male,Age 2,595.0
2010,Chichester,Male,Age 2,1.1
2010,Chichester,Male,Age 3,611.0
2010,Chichester,Male,Age 3,1.1
2010,Chichester,Male,Age 4,595.0
2010,Chichester,Male,Age 4,1.1
2010,Chichester,Male,Aged 5-9,2881.0
2010,Chichester,Male,Aged 5-9,5.3
2010,Chichester,Male,Age 5,552.0
2010,Chichester,Male,Age 5,1.0
2010,Chichester,Male,Age 6,592.0
2010,Chichester,Male,Age 6,1.1
2010,Chichester,Male,Age 7,565.0
2010,Chichester,Male,Age 7,1.0
2010,Chichester,Male,Age 8,563.0
2010,Chichester,Male,Age 8,1.0
2010,Chichester,Male,Age 9,609.0
2010,Chichester,Male,Age 9,1.1
2010,Chichester,Male,Aged 10-14,3277.0
2010,Chichester,Male,Aged 10-14,6.1
2010,Chichester,Male,Age 10,604.0
2010,Chichester,Male,Age 10,1.1
2010,Chichester,Male,Age 11,657.0
2010,Chichester,Male,Age 11,1.2
2010,Chichester,Male,Age 12,707.0
2010,Chichester,Male,Age 12,1.3
2010,Chichester,Male,Age 13,674.0
2010,Chichester,Male,Age 13,1.2
2010,Chichester,Male,Age 14,635.0
2010,Chichester,Male,Age 14,1.2
2010,Chichester,Male,Aged 15-19,3339.0
2010,Chichester,Male,Aged 15-19,6.2
2010,Chichester,Male,Age 15,596.0
2010,Chichester,Male,Age 15,1.1
2010,Chichester,Male,Age 16,654.0
2010,Chichester,Male,Age 16,1.2
2010,Chichester,Male,Age 17,627.0
2010,Chichester,Male,Age 17,1.2
2010,Chichester,Male,Age 18,718.0
2010,Chichester,Male,Age 18,1.3
2010,Chichester,Male,Age 19,744.0
2010,Chichester,Male,Age 19,1.4
2010,Chichester,Male,Aged 20-24,2925.0
2010,Chichester,Male,Aged 20-24,5.4
2010,Chichester,Male,Age 20,699.0
2010,Chichester,Male,Age 20,1.3
2010,Chichester,Male,Age 21,617.0
2010,Chichester,Male,Age 21,1.1
2010,Chichester,Male,Age 22,624.0
2010,Chichester,Male,Age 22,1.2
2010,Chichester,Male,Age 23,504.0
2010,Chichester,Male,Age 23,0.9
2010,Chichester,Male,Age 24,481.0
2010,Chichester,Male,Age 24,0.9
2010,Chichester,Male,Aged 25-29,2623.0
2010,Chichester,Male,Aged 25-29,4.9
2010,Chichester,Male,Age 25,545.0
2010,Chichester,Male,Age 25,1.0
2010,Chichester,Male,Age 26,527.0
2010,Chichester,Male,Age 26,1.0
2010,Chichester,Male,Age 27,523.0
2010,Chichester,Male,Age 27,1.0
2010,Chichester,Male,Age 28,513.0
2010,Chichester,Male,Age 28,0.9
2010,Chichester,Male,Age 29,515.0
2010,Chichester,Male,Age 29,1.0
2010,Chichester,Male,Aged 30-34,2414.0
2010,Chichester,Male,Aged 30-34,4.5
2010,Chichester,Male,Age 30,518.0
2010,Chichester,Male,Age 30,1.0
2010,Chichester,Male,Age 31,484.0
2010,Chichester,Male,Age 31,0.9
2010,Chichester,Male,Age 32,446.0
2010,Chichester,Male,Age 32,0.8
2010,Chichester,Male,Age 33,473.0
2010,Chichester,Male,Age 33,0.9
2010,Chichester,Male,Age 34,493.0
2010,Chichester,Male,Age 34,0.9
2010,Chichester,Male,Aged 35-39,2897.0
2010,Chichester,Male,Aged 35-39,5.4
2010,Chichester,Male,Age 35,499.0
2010,Chichester,Male,Age 35,0.9
2010,Chichester,Male,Age 36,553.0
2010,Chichester,Male,Age 36,1.0
2010,Chichester,Male,Age 37,578.0
2010,Chichester,Male,Age 37,1.1
2010,Chichester,Male,Age 38,628.0
2010,Chichester,Male,Age 38,1.2
2010,Chichester,Male,Age 39,639.0
2010,Chichester,Male,Age 39,1.2
2010,Chichester,Male,Aged 40-44,3695.0
2010,Chichester,Male,Aged 40-44,6.8
2010,Chichester,Male,Age 40,628.0
2010,Chichester,Male,Age 40,1.2
2010,Chichester,Male,Age 41,775.0
2010,Chichester,Male,Age 41,1.4
2010,Chichester,Male,Age 42,741.0
2010,Chichester,Male,Age 42,1.4
2010,Chichester,Male,Age 43,763.0
2010,Chichester,Male,Age 43,1.4
2010,Chichester,Male,Age 44,788.0
2010,Chichester,Male,Age 44,1.5
2010,Chichester,Male,Aged 45-49,3839.0
2010,Chichester,Male,Aged 45-49,7.1
2010,Chichester,Male,Age 45,741.0
2010,Chichester,Male,Age 45,1.4
2010,Chichester,Male,Age 46,806.0
2010,Chichester,Male,Age 46,1.5
2010,Chichester,Male,Age 47,805.0
2010,Chichester,Male,Age 47,1.5
2010,Chichester,Male,Age 48,767.0
2010,Chichester,Male,Age 48,1.4
2010,Chichester,Male,Age 49,720.0
2010,Chichester,Male,Age 49,1.3
2010,Chichester,Male,Aged 50-54,3652.0
2010,Chichester,Male,Aged 50-54,6.8
2010,Chichester,Male,Age 50,699.0
2010,Chichester,Male,Age 50,1.3
2010,Chichester,Male,Age 51,761.0
2010,Chichester,Male,Age 51,1.4
2010,Chichester,Male,Age 52,740.0
2010,Chichester,Male,Age 52,1.4
2010,Chichester,Male,Age 53,727.0
2010,Chichester,Male,Age 53,1.3
2010,Chichester,Male,Age 54,725.0
2010,Chichester,Male,Age 54,1.3
2010,Chichester,Male,Aged 55-59,3533.0
2010,Chichester,Male,Aged 55-59,6.5
2010,Chichester,Male,Age 55,734.0
2010,Chichester,Male,Age 55,1.4
2010,Chichester,Male,Age 56,695.0
2010,Chichester,Male,Age 56,1.3
2010,Chichester,Male,Age 57,726.0
2010,Chichester,Male,Age 57,1.3
2010,Chichester,Male,Age 58,669.0
2010,Chichester,Male,Age 58,1.2
2010,Chichester,Male,Age 59,709.0
2010,Chichester,Male,Age 59,1.3
2010,Chichester,Male,Aged 60-64,3993.0
2010,Chichester,Male,Aged 60-64,7.4
2010,Chichester,Male,Age 60,706.0
2010,Chichester,Male,Age 60,1.3
2010,Chichester,Male,Age 61,765.0
2010,Chichester,Male,Age 61,1.4
2010,Chichester,Male,Age 62,822.0
2010,Chichester,Male,Age 62,1.5
2010,Chichester,Male,Age 63,924.0
2010,Chichester,Male,Age 63,1.7
2010,Chichester,Male,Age 64,776.0
2010,Chichester,Male,Age 64,1.4
2010,Chichester,Male,Aged 65-69,3523.0
2010,Chichester,Male,Aged 65-69,6.5
2010,Chichester,Male,Age 65,744.0
2010,Chichester,Male,Age 65,1.4
2010,Chichester,Male,Age 66,768.0
2010,Chichester,Male,Age 66,1.4
2010,Chichester,Male,Age 67,714.0
2010,Chichester,Male,Age 67,1.3
2010,Chichester,Male,Age 68,684.0
2010,Chichester,Male,Age 68,1.3
2010,Chichester,Male,Age 69,613.0
2010,Chichester,Male,Age 69,1.1
2010,Chichester,Male,Aged 70-74,2941.0
2010,Chichester,Male,Aged 70-74,5.4
2010,Chichester,Male,Age 70,620.0
2010,Chichester,Male,Age 70,1.1
2010,Chichester,Male,Age 71,563.0
2010,Chichester,Male,Age 71,1.0
2010,Chichester,Male,Age 72,600.0
2010,Chichester,Male,Age 72,1.1
2010,Chichester,Male,Age 73,590.0
2010,Chichester,Male,Age 73,1.1
2010,Chichester,Male,Age 74,568.0
2010,Chichester,Male,Age 74,1.1
2010,Chichester,Male,Aged 75-79,2411.0
2010,Chichester,Male,Aged 75-79,4.5
2010,Chichester,Male,Age 75,516.0
2010,Chichester,Male,Age 75,1.0
2010,Chichester,Male,Age 76,519.0
2010,Chichester,Male,Age 76,1.0
2010,Chichester,Male,Age 77,472.0
2010,Chichester,Male,Age 77,0.9
2010,Chichester,Male,Age 78,490.0
2010,Chichester,Male,Age 78,0.9
2010,Chichester,Male,Age 79,414.0
2010,Chichester,Male,Age 79,0.8
2010,Chichester,Male,Aged 80-84,1782.0
2010,Chichester,Male,Aged 80-84,3.3
2010,Chichester,Male,Age 80,406.0
2010,Chichester,Male,Age 80,0.8
2010,Chichester,Male,Age 81,382.0
2010,Chichester,Male,Age 81,0.7
2010,Chichester,Male,Age 82,376.0
2010,Chichester,Male,Age 82,0.7
2010,Chichester,Male,Age 83,317.0
2010,Chichester,Male,Age 83,0.6
2010,Chichester,Male,Age 84,301.0
2010,Chichester,Male,Age 84,0.6
2010,Chichester,Male,Aged 85+,1374.0
2010,Chichester,Male,Aged 85+,2.5
2010,Chichester,Male,Age 85,222.0
2010,Chichester,Male,Age 85,0.4
2010,Chichester,Male,Age 86,232.0
2010,Chichester,Male,Age 86,0.4
2010,Chichester,Male,Age 87,198.0
2010,Chichester,Male,Age 87,0.4
2010,Chichester,Male,Age 88,160.0
2010,Chichester,Male,Age 88,0.3
2010,Chichester,Male,Age 89,186.0
2010,Chichester,Male,Age 89,0.3
2010,Chichester,Male,Aged 90+,376.0
2010,Chichester,Male,Aged 90+,0.7
2010,Chichester,Female,All Ages,59388.0
2010,Chichester,Female,All Ages,100.0
2010,Chichester,Female,Aged 0 to 15,8947.0
2010,Chichester,Female,Aged 0 to 15,15.1
2010,Chichester,Female,Aged 16+,50441.0
2010,Chichester,Female,Aged 16+,84.9
2010,Chichester,Female,Aged 16 to 64,34936.0
2010,Chichester,Female,Aged 16 to 64,58.8
2010,Chichester,Female,Aged 16 to 24,5739.0
2010,Chichester,Female,Aged 16 to 24,9.7
2010,Chichester,Female,Aged 16 to 17,1208.0
2010,Chichester,Female,Aged 16 to 17,2.0
2010,Chichester,Female,Aged 18 to 24,4531.0
2010,Chichester,Female,Aged 18 to 24,7.6
2010,Chichester,Female,Aged 18 to 21,2890.0
2010,Chichester,Female,Aged 18 to 21,4.9
2010,Chichester,Female,Aged 25 to 49,16915.0
2010,Chichester,Female,Aged 25 to 49,28.5
2010,Chichester,Female,Aged 50 to 64,12282.0
2010,Chichester,Female,Aged 50 to 64,20.7
2010,Chichester,Female,Aged 65+,15505.0
2010,Chichester,Female,Aged 65+,26.1
2010,Chichester,Female,All Ages,59388.0
2010,Chichester,Female,All Ages,100.0
2010,Chichester,Female,Age 0 - 4,2716.0
2010,Chichester,Female,Age 0 - 4,4.6
2010,Chichester,Female,Age 0,516.0
2010,Chichester,Female,Age 0,0.9
2010,Chichester,Female,Age 1,567.0
2010,Chichester,Female,Age 1,1.0
2010,Chichester,Female,Age 2,567.0
2010,Chichester,Female,Age 2,1.0
2010,Chichester,Female,Age 3,524.0
2010,Chichester,Female,Age 3,0.9
2010,Chichester,Female,Age 4,542.0
2010,Chichester,Female,Age 4,0.9
2010,Chichester,Female,Aged 5-9,2714.0
2010,Chichester,Female,Aged 5-9,4.6
2010,Chichester,Female,Age 5,550.0
2010,Chichester,Female,Age 5,0.9
2010,Chichester,Female,Age 6,524.0
2010,Chichester,Female,Age 6,0.9
2010,Chichester,Female,Age 7,559.0
2010,Chichester,Female,Age 7,0.9
2010,Chichester,Female,Age 8,551.0
2010,Chichester,Female,Age 8,0.9
2010,Chichester,Female,Age 9,530.0
2010,Chichester,Female,Age 9,0.9
2010,Chichester,Female,Aged 10-14,2964.0
2010,Chichester,Female,Aged 10-14,5.0
2010,Chichester,Female,Age 10,582.0
2010,Chichester,Female,Age 10,1.0
2010,Chichester,Female,Age 11,582.0
2010,Chichester,Female,Age 11,1.0
2010,Chichester,Female,Age 12,618.0
2010,Chichester,Female,Age 12,1.0
2010,Chichester,Female,Age 13,593.0
2010,Chichester,Female,Age 13,1.0
2010,Chichester,Female,Age 14,589.0
2010,Chichester,Female,Age 14,1.0
2010,Chichester,Female,Aged 15-19,3300.0
2010,Chichester,Female,Aged 15-19,5.6
2010,Chichester,Female,Age 15,553.0
2010,Chichester,Female,Age 15,0.9
2010,Chichester,Female,Age 16,579.0
